<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
YNDX,D,16/03/20,00:00,2370.0000000
YNDX,D,17/03/20,00:00,2425.0000000
YNDX,D,18/03/20,00:00,2318.8000000
YNDX,D,19/03/20,00:00,2434.0000000
YNDX,D,20/03/20,00:00,2455.2000000
YNDX,D,23/03/20,00:00,2299.8000000
YNDX,D,24/03/20,00:00,2459.0000000
YNDX,D,25/03/20,00:00,2555.8000000
YNDX,D,26/03/20,00:00,2610.0000000
YNDX,D,27/03/20,00:00,2597.0000000
YNDX,D,30/03/20,00:00,2670.2000000
YNDX,D,31/03/20,00:00,2714.4000000
YNDX,D,01/04/20,00:00,2605.8000000
YNDX,D,02/04/20,00:00,2550.8000000
YNDX,D,03/04/20,00:00,2520.0000000
YNDX,D,06/04/20,00:00,2582.0000000
YNDX,D,07/04/20,00:00,2668.0000000
YNDX,D,08/04/20,00:00,2742.6000000
YNDX,D,09/04/20,00:00,2697.2000000
YNDX,D,10/04/20,00:00,2701.0000000
YNDX,D,13/04/20,00:00,2659.0000000
YNDX,D,14/04/20,00:00,2755.6000000
YNDX,D,15/04/20,00:00,2588.2000000
YNDX,D,16/04/20,00:00,2637.8000000
YNDX,D,17/04/20,00:00,2630.4000000
YNDX,D,20/04/20,00:00,2736.4000000
YNDX,D,21/04/20,00:00,2659.2000000
YNDX,D,22/04/20,00:00,2655.0000000
YNDX,D,23/04/20,00:00,2640.6000000
YNDX,D,24/04/20,00:00,2621.0000000
YNDX,D,27/04/20,00:00,2715.0000000
YNDX,D,28/04/20,00:00,2754.8000000
YNDX,D,29/04/20,00:00,2870.0000000
YNDX,D,30/04/20,00:00,2850.8000000
YNDX,D,04/05/20,00:00,2828.8000000
YNDX,D,05/05/20,00:00,2842.2000000
YNDX,D,06/05/20,00:00,2864.0000000
YNDX,D,07/05/20,00:00,2910.2000000
YNDX,D,08/05/20,00:00,2975.2000000
YNDX,D,12/05/20,00:00,2977.0000000
YNDX,D,13/05/20,00:00,2893.4000000
YNDX,D,14/05/20,00:00,2821.8000000
YNDX,D,15/05/20,00:00,2839.6000000
YNDX,D,18/05/20,00:00,2945.0000000
YNDX,D,19/05/20,00:00,2970.0000000
YNDX,D,20/05/20,00:00,2964.6000000
YNDX,D,21/05/20,00:00,2910.8000000
YNDX,D,22/05/20,00:00,2905.0000000
YNDX,D,25/05/20,00:00,2960.6000000
YNDX,D,26/05/20,00:00,2913.2000000
YNDX,D,27/05/20,00:00,2826.0000000
YNDX,D,28/05/20,00:00,2888.0000000
YNDX,D,29/05/20,00:00,2833.2000000
YNDX,D,01/06/20,00:00,2846.0000000
YNDX,D,02/06/20,00:00,2837.8000000
YNDX,D,03/06/20,00:00,2867.6000000
YNDX,D,04/06/20,00:00,2861.6000000
YNDX,D,05/06/20,00:00,2884.0000000
YNDX,D,08/06/20,00:00,2873.2000000
YNDX,D,09/06/20,00:00,2902.0000000
YNDX,D,10/06/20,00:00,2881.2000000
YNDX,D,11/06/20,00:00,2850.0000000
YNDX,D,15/06/20,00:00,2967.4000000
YNDX,D,16/06/20,00:00,3009.0000000
YNDX,D,17/06/20,00:00,3068.2000000
YNDX,D,18/06/20,00:00,3108.0000000
YNDX,D,19/06/20,00:00,3155.0000000
YNDX,D,22/06/20,00:00,3254.2000000
YNDX,D,23/06/20,00:00,3358.6000000
YNDX,D,25/06/20,00:00,3499.0000000
YNDX,D,26/06/20,00:00,3430.0000000
YNDX,D,29/06/20,00:00,3467.0000000
YNDX,D,30/06/20,00:00,3545.6000000
YNDX,D,02/07/20,00:00,3548.6000000
YNDX,D,03/07/20,00:00,3549.6000000
YNDX,D,06/07/20,00:00,3639.0000000
YNDX,D,07/07/20,00:00,3598.8000000
YNDX,D,08/07/20,00:00,3581.8000000
YNDX,D,09/07/20,00:00,3637.8000000
YNDX,D,10/07/20,00:00,3633.0000000
YNDX,D,13/07/20,00:00,3678.0000000
YNDX,D,14/07/20,00:00,3772.0000000
YNDX,D,15/07/20,00:00,3882.8000000
YNDX,D,16/07/20,00:00,3824.0000000
YNDX,D,17/07/20,00:00,3950.0000000
YNDX,D,20/07/20,00:00,4029.0000000
YNDX,D,21/07/20,00:00,3964.0000000
YNDX,D,22/07/20,00:00,4010.0000000
YNDX,D,23/07/20,00:00,4002.8000000
YNDX,D,24/07/20,00:00,4017.2000000
YNDX,D,27/07/20,00:00,4123.0000000
YNDX,D,28/07/20,00:00,4114.4000000
YNDX,D,29/07/20,00:00,4187.8000000
YNDX,D,30/07/20,00:00,4191.0000000
YNDX,D,31/07/20,00:00,4257.0000000
YNDX,D,03/08/20,00:00,4288.6000000
YNDX,D,04/08/20,00:00,4312.0000000
YNDX,D,05/08/20,00:00,4340.2000000
YNDX,D,06/08/20,00:00,4413.8000000
YNDX,D,07/08/20,00:00,4360.0000000
YNDX,D,10/08/20,00:00,4205.0000000
YNDX,D,11/08/20,00:00,4185.8000000
YNDX,D,12/08/20,00:00,4288.8000000
YNDX,D,13/08/20,00:00,4366.0000000
YNDX,D,14/08/20,00:00,4389.6000000
YNDX,D,17/08/20,00:00,4500.0000000
YNDX,D,18/08/20,00:00,4503.0000000
YNDX,D,19/08/20,00:00,4620.0000000
YNDX,D,20/08/20,00:00,4700.0000000
YNDX,D,21/08/20,00:00,4772.0000000
YNDX,D,24/08/20,00:00,4913.4000000
YNDX,D,25/08/20,00:00,5055.0000000
YNDX,D,26/08/20,00:00,4973.6000000
YNDX,D,27/08/20,00:00,4842.8000000
YNDX,D,28/08/20,00:00,4845.0000000
YNDX,D,31/08/20,00:00,5089.4000000
YNDX,D,01/09/20,00:00,5033.0000000
YNDX,D,02/09/20,00:00,5070.0000000
YNDX,D,03/09/20,00:00,4917.8000000
YNDX,D,04/09/20,00:00,4885.0000000
YNDX,D,07/09/20,00:00,4975.0000000
YNDX,D,08/09/20,00:00,4670.2000000
YNDX,D,09/09/20,00:00,4743.4000000
YNDX,D,10/09/20,00:00,4597.8000000
YNDX,D,11/09/20,00:00,4662.0000000
YNDX,D,14/09/20,00:00,4730.0000000
YNDX,D,15/09/20,00:00,4685.8000000
YNDX,D,16/09/20,00:00,4637.0000000
YNDX,D,17/09/20,00:00,4595.0000000
YNDX,D,18/09/20,00:00,4628.0000000
YNDX,D,21/09/20,00:00,4527.8000000
YNDX,D,22/09/20,00:00,4900.0000000
YNDX,D,23/09/20,00:00,5008.6000000
YNDX,D,24/09/20,00:00,4775.0000000
YNDX,D,25/09/20,00:00,4934.0000000
YNDX,D,28/09/20,00:00,5080.0000000
YNDX,D,29/09/20,00:00,5095.0000000
YNDX,D,30/09/20,00:00,5062.0000000
YNDX,D,01/10/20,00:00,4928.8000000
YNDX,D,02/10/20,00:00,4907.0000000
YNDX,D,05/10/20,00:00,4980.0000000
YNDX,D,06/10/20,00:00,4869.0000000
YNDX,D,07/10/20,00:00,4779.4000000
YNDX,D,08/10/20,00:00,4714.6000000
YNDX,D,09/10/20,00:00,4683.0000000
YNDX,D,12/10/20,00:00,4759.8000000
YNDX,D,13/10/20,00:00,4838.8000000
YNDX,D,14/10/20,00:00,4772.0000000
YNDX,D,15/10/20,00:00,4754.4000000
YNDX,D,16/10/20,00:00,4530.0000000
YNDX,D,19/10/20,00:00,4457.0000000
YNDX,D,20/10/20,00:00,4340.0000000
YNDX,D,21/10/20,00:00,4410.2000000
YNDX,D,22/10/20,00:00,4455.0000000
YNDX,D,23/10/20,00:00,4523.2000000
YNDX,D,26/10/20,00:00,4504.0000000
YNDX,D,27/10/20,00:00,4600.8000000
YNDX,D,28/10/20,00:00,4586.0000000
YNDX,D,29/10/20,00:00,4637.2000000
YNDX,D,30/10/20,00:00,4561.0000000
YNDX,D,02/11/20,00:00,4589.2000000
YNDX,D,03/11/20,00:00,4591.0000000
YNDX,D,05/11/20,00:00,4854.8000000
YNDX,D,06/11/20,00:00,4927.0000000
YNDX,D,09/11/20,00:00,4985.4000000
YNDX,D,10/11/20,00:00,4696.0000000
YNDX,D,11/11/20,00:00,4724.8000000
YNDX,D,12/11/20,00:00,4718.8000000
YNDX,D,13/11/20,00:00,4799.0000000
YNDX,D,16/11/20,00:00,4735.2000000
YNDX,D,17/11/20,00:00,4680.0000000
YNDX,D,18/11/20,00:00,4691.2000000
YNDX,D,19/11/20,00:00,4742.6000000
YNDX,D,20/11/20,00:00,4745.6000000
YNDX,D,23/11/20,00:00,4687.6000000
YNDX,D,24/11/20,00:00,4935.8000000
YNDX,D,25/11/20,00:00,4946.0000000
YNDX,D,26/11/20,00:00,4985.2000000
YNDX,D,27/11/20,00:00,5115.0000000
YNDX,D,30/11/20,00:00,5278.0000000
YNDX,D,01/12/20,00:00,5310.4000000
YNDX,D,02/12/20,00:00,5193.6000000
YNDX,D,03/12/20,00:00,5166.0000000
YNDX,D,04/12/20,00:00,5065.2000000
YNDX,D,07/12/20,00:00,5002.2000000
YNDX,D,08/12/20,00:00,5066.4000000
YNDX,D,09/12/20,00:00,5094.0000000
YNDX,D,10/12/20,00:00,5169.2000000
YNDX,D,11/12/20,00:00,5124.0000000
YNDX,D,14/12/20,00:00,5040.0000000
YNDX,D,15/12/20,00:00,5050.0000000
YNDX,D,16/12/20,00:00,5198.0000000
YNDX,D,17/12/20,00:00,5145.4000000
YNDX,D,18/12/20,00:00,5082.0000000
YNDX,D,21/12/20,00:00,5004.4000000
YNDX,D,22/12/20,00:00,5084.0000000
YNDX,D,23/12/20,00:00,5113.0000000
YNDX,D,24/12/20,00:00,5029.0000000
YNDX,D,25/12/20,00:00,5039.8000000
YNDX,D,28/12/20,00:00,5026.4000000
YNDX,D,29/12/20,00:00,5020.4000000
YNDX,D,30/12/20,00:00,5167.0000000
YNDX,D,04/01/21,00:00,5185.2000000
YNDX,D,05/01/21,00:00,5340.4000000
YNDX,D,06/01/21,00:00,5188.8000000
YNDX,D,08/01/21,00:00,5254.2000000
YNDX,D,11/01/21,00:00,5214.2000000
YNDX,D,12/01/21,00:00,5121.8000000
YNDX,D,13/01/21,00:00,5079.8000000
YNDX,D,14/01/21,00:00,5077.4000000
YNDX,D,15/01/21,00:00,4998.0000000
YNDX,D,18/01/21,00:00,5043.6000000
YNDX,D,19/01/21,00:00,5008.8000000
YNDX,D,20/01/21,00:00,5170.0000000
YNDX,D,21/01/21,00:00,5069.0000000
YNDX,D,22/01/21,00:00,5015.8000000
YNDX,D,25/01/21,00:00,4901.8000000
YNDX,D,26/01/21,00:00,4898.2000000
YNDX,D,27/01/21,00:00,4828.4000000
YNDX,D,28/01/21,00:00,4876.2000000
YNDX,D,29/01/21,00:00,4760.6000000
YNDX,D,01/02/21,00:00,4847.4000000
YNDX,D,02/02/21,00:00,4997.0000000
YNDX,D,03/02/21,00:00,4917.2000000
YNDX,D,04/02/21,00:00,5016.6000000
YNDX,D,05/02/21,00:00,4973.6000000
YNDX,D,08/02/21,00:00,5060.4000000
YNDX,D,09/02/21,00:00,5147.2000000
YNDX,D,10/02/21,00:00,5306.0000000
YNDX,D,11/02/21,00:00,5361.6000000
YNDX,D,12/02/21,00:00,5448.0000000
YNDX,D,15/02/21,00:00,5478.0000000
YNDX,D,16/02/21,00:00,5348.0000000
YNDX,D,17/02/21,00:00,5187.0000000
YNDX,D,18/02/21,00:00,5007.8000000
YNDX,D,19/02/21,00:00,5005.0000000
YNDX,D,20/02/21,00:00,5064.0000000
YNDX,D,22/02/21,00:00,4918.0000000
YNDX,D,24/02/21,00:00,4928.2000000
YNDX,D,25/02/21,00:00,4857.4000000
YNDX,D,26/02/21,00:00,4813.2000000
YNDX,D,01/03/21,00:00,5004.6000000
YNDX,D,02/03/21,00:00,5027.0000000
YNDX,D,03/03/21,00:00,4890.2000000
YNDX,D,04/03/21,00:00,4718.2000000
YNDX,D,05/03/21,00:00,4722.8000000
YNDX,D,09/03/21,00:00,4707.6000000
YNDX,D,10/03/21,00:00,4692.0000000
YNDX,D,11/03/21,00:00,4889.8000000
YNDX,D,12/03/21,00:00,4960.4000000
YNDX,D,15/03/21,00:00,5039.0000000
YNDX,D,16/03/21,00:00,5161.8000000
YNDX,D,17/03/21,00:00,5037.6000000
YNDX,D,18/03/21,00:00,4858.0000000
YNDX,D,19/03/21,00:00,4880.0000000
YNDX,D,22/03/21,00:00,4891.0000000
YNDX,D,23/03/21,00:00,4906.0000000
YNDX,D,24/03/21,00:00,4850.0000000
YNDX,D,25/03/21,00:00,4741.0000000
YNDX,D,26/03/21,00:00,4785.0000000
YNDX,D,29/03/21,00:00,4830.0000000
YNDX,D,30/03/21,00:00,4788.0000000
YNDX,D,31/03/21,00:00,4859.0000000
YNDX,D,01/04/21,00:00,4949.2000000
YNDX,D,02/04/21,00:00,4935.0000000
YNDX,D,05/04/21,00:00,4940.0000000
YNDX,D,06/04/21,00:00,4961.8000000
YNDX,D,07/04/21,00:00,4845.2000000
YNDX,D,08/04/21,00:00,4888.0000000
YNDX,D,09/04/21,00:00,4813.0000000
YNDX,D,12/04/21,00:00,4854.8000000
YNDX,D,13/04/21,00:00,4600.0000000
YNDX,D,14/04/21,00:00,4661.0000000
YNDX,D,15/04/21,00:00,4677.8000000
YNDX,D,16/04/21,00:00,4690.0000000
YNDX,D,19/04/21,00:00,4663.8000000
YNDX,D,20/04/21,00:00,4665.6000000
YNDX,D,21/04/21,00:00,4648.0000000
YNDX,D,22/04/21,00:00,4605.0000000
YNDX,D,23/04/21,00:00,4570.2000000
YNDX,D,26/04/21,00:00,4703.6000000
YNDX,D,27/04/21,00:00,4732.0000000
YNDX,D,28/04/21,00:00,4834.8000000
YNDX,D,29/04/21,00:00,5040.0000000
YNDX,D,30/04/21,00:00,4934.8000000
YNDX,D,04/05/21,00:00,4802.2000000
YNDX,D,05/05/21,00:00,4864.4000000
YNDX,D,06/05/21,00:00,4828.6000000
YNDX,D,07/05/21,00:00,4831.6000000
YNDX,D,10/05/21,00:00,4702.8000000
YNDX,D,11/05/21,00:00,4678.0000000
YNDX,D,12/05/21,00:00,4601.0000000
YNDX,D,13/05/21,00:00,4638.4000000
YNDX,D,14/05/21,00:00,4687.0000000
YNDX,D,17/05/21,00:00,4704.2000000
YNDX,D,18/05/21,00:00,4740.0000000
YNDX,D,19/05/21,00:00,4741.6000000
YNDX,D,20/05/21,00:00,4750.8000000
YNDX,D,21/05/21,00:00,4767.2000000
YNDX,D,24/05/21,00:00,4891.8000000
YNDX,D,25/05/21,00:00,4897.8000000
YNDX,D,26/05/21,00:00,4995.4000000
YNDX,D,27/05/21,00:00,4962.2000000
YNDX,D,28/05/21,00:00,4945.0000000
YNDX,D,31/05/21,00:00,4942.0000000
YNDX,D,01/06/21,00:00,4933.0000000
YNDX,D,02/06/21,00:00,4948.0000000
YNDX,D,03/06/21,00:00,4901.8000000
YNDX,D,04/06/21,00:00,4923.4000000
YNDX,D,07/06/21,00:00,4911.4000000
YNDX,D,08/06/21,00:00,4889.6000000
YNDX,D,09/06/21,00:00,4973.0000000
YNDX,D,10/06/21,00:00,5005.8000000
YNDX,D,11/06/21,00:00,5056.8000000
YNDX,D,14/06/21,00:00,5090.0000000
YNDX,D,15/06/21,00:00,4925.0000000
YNDX,D,16/06/21,00:00,4962.8000000
YNDX,D,17/06/21,00:00,5041.4000000
YNDX,D,18/06/21,00:00,5047.0000000
YNDX,D,21/06/21,00:00,5008.4000000
YNDX,D,22/06/21,00:00,5007.0000000
YNDX,D,23/06/21,00:00,5040.0000000
YNDX,D,24/06/21,00:00,5033.0000000
YNDX,D,25/06/21,00:00,5088.0000000
YNDX,D,28/06/21,00:00,5099.8000000
YNDX,D,29/06/21,00:00,5084.6000000
YNDX,D,30/06/21,00:00,5176.6000000
YNDX,D,01/07/21,00:00,5168.6000000
YNDX,D,02/07/21,00:00,5216.0000000
YNDX,D,05/07/21,00:00,5212.4000000
YNDX,D,06/07/21,00:00,5247.4000000
YNDX,D,07/07/21,00:00,5341.4000000
YNDX,D,08/07/21,00:00,5354.2000000
YNDX,D,09/07/21,00:00,5235.8000000
YNDX,D,12/07/21,00:00,5281.0000000
YNDX,D,13/07/21,00:00,5256.8000000
YNDX,D,14/07/21,00:00,5177.8000000
YNDX,D,15/07/21,00:00,5188.0000000
YNDX,D,16/07/21,00:00,5150.0000000
YNDX,D,19/07/21,00:00,5109.0000000
YNDX,D,20/07/21,00:00,5095.4000000
YNDX,D,21/07/21,00:00,5151.2000000
YNDX,D,22/07/21,00:00,5165.8000000
YNDX,D,23/07/21,00:00,5196.4000000
YNDX,D,26/07/21,00:00,5155.2000000
YNDX,D,27/07/21,00:00,5035.2000000
YNDX,D,28/07/21,00:00,5076.8000000
YNDX,D,29/07/21,00:00,5034.6000000
YNDX,D,30/07/21,00:00,4970.4000000
YNDX,D,02/08/21,00:00,4938.0000000
YNDX,D,03/08/21,00:00,4934.0000000
YNDX,D,04/08/21,00:00,4989.6000000
YNDX,D,05/08/21,00:00,4995.0000000
YNDX,D,06/08/21,00:00,4971.2000000
YNDX,D,09/08/21,00:00,4971.0000000
YNDX,D,10/08/21,00:00,4966.2000000
YNDX,D,11/08/21,00:00,5036.4000000
YNDX,D,12/08/21,00:00,4984.4000000
YNDX,D,13/08/21,00:00,4975.0000000
YNDX,D,16/08/21,00:00,5093.0000000
YNDX,D,17/08/21,00:00,5065.2000000
YNDX,D,18/08/21,00:00,5055.2000000
YNDX,D,19/08/21,00:00,5065.6000000
YNDX,D,20/08/21,00:00,5061.0000000
YNDX,D,23/08/21,00:00,5104.0000000
YNDX,D,24/08/21,00:00,5159.0000000
YNDX,D,25/08/21,00:00,5129.6000000
YNDX,D,26/08/21,00:00,5219.0000000
YNDX,D,27/08/21,00:00,5308.0000000
YNDX,D,30/08/21,00:00,5352.4000000
YNDX,D,31/08/21,00:00,5615.0000000
YNDX,D,01/09/21,00:00,5699.6000000
YNDX,D,02/09/21,00:00,5636.4000000
YNDX,D,03/09/21,00:00,5732.6000000
YNDX,D,06/09/21,00:00,5804.0000000
YNDX,D,07/09/21,00:00,5690.8000000
YNDX,D,08/09/21,00:00,5712.6000000
YNDX,D,09/09/21,00:00,5735.0000000
YNDX,D,10/09/21,00:00,5868.4000000
YNDX,D,13/09/21,00:00,5939.2000000
YNDX,D,14/09/21,00:00,5973.0000000
YNDX,D,15/09/21,00:00,5892.0000000
YNDX,D,16/09/21,00:00,5872.0000000
YNDX,D,17/09/21,00:00,5828.4000000
YNDX,D,20/09/21,00:00,5785.0000000
YNDX,D,21/09/21,00:00,5771.8000000
YNDX,D,22/09/21,00:00,5755.0000000
YNDX,D,23/09/21,00:00,5885.0000000
YNDX,D,24/09/21,00:00,5850.4000000
YNDX,D,27/09/21,00:00,5949.2000000
YNDX,D,28/09/21,00:00,5788.0000000
YNDX,D,29/09/21,00:00,5762.4000000
YNDX,D,30/09/21,00:00,5804.6000000
YNDX,D,01/10/21,00:00,5766.4000000
YNDX,D,04/10/21,00:00,5504.0000000
YNDX,D,05/10/21,00:00,5594.2000000
YNDX,D,06/10/21,00:00,5694.2000000
YNDX,D,07/10/21,00:00,5705.2000000
YNDX,D,08/10/21,00:00,5701.6000000
YNDX,D,11/10/21,00:00,5622.2000000
YNDX,D,12/10/21,00:00,5549.0000000
YNDX,D,13/10/21,00:00,5553.8000000
YNDX,D,14/10/21,00:00,5518.0000000
YNDX,D,15/10/21,00:00,5427.2000000
YNDX,D,18/10/21,00:00,5488.8000000
YNDX,D,19/10/21,00:00,5480.0000000
YNDX,D,20/10/21,00:00,5420.2000000
YNDX,D,21/10/21,00:00,5390.0000000
YNDX,D,22/10/21,00:00,5325.8000000
YNDX,D,25/10/21,00:00,5383.0000000
YNDX,D,26/10/21,00:00,5309.6000000
YNDX,D,27/10/21,00:00,5573.8000000
YNDX,D,28/10/21,00:00,5823.0000000
YNDX,D,29/10/21,00:00,5879.2000000
YNDX,D,01/11/21,00:00,5890.0000000
YNDX,D,02/11/21,00:00,5942.4000000
YNDX,D,03/11/21,00:00,6027.0000000
YNDX,D,05/11/21,00:00,6120.0000000
YNDX,D,08/11/21,00:00,6161.0000000
YNDX,D,09/11/21,00:00,5990.4000000
YNDX,D,10/11/21,00:00,5857.8000000
YNDX,D,11/11/21,00:00,5966.6000000
YNDX,D,12/11/21,00:00,5970.2000000
YNDX,D,15/11/21,00:00,5928.4000000
YNDX,D,16/11/21,00:00,5936.4000000
YNDX,D,17/11/21,00:00,5931.6000000
YNDX,D,18/11/21,00:00,5993.8000000
YNDX,D,19/11/21,00:00,5968.8000000
YNDX,D,22/11/21,00:00,5450.0000000
YNDX,D,23/11/21,00:00,5571.0000000
YNDX,D,24/11/21,00:00,5542.2000000
YNDX,D,25/11/21,00:00,5552.8000000
YNDX,D,26/11/21,00:00,5380.0000000
YNDX,D,29/11/21,00:00,5407.0000000
YNDX,D,30/11/21,00:00,5359.4000000
YNDX,D,01/12/21,00:00,5330.8000000
YNDX,D,02/12/21,00:00,5255.0000000
YNDX,D,03/12/21,00:00,5100.6000000
YNDX,D,06/12/21,00:00,5068.0000000
YNDX,D,07/12/21,00:00,4992.0000000
YNDX,D,08/12/21,00:00,4932.2000000
YNDX,D,09/12/21,00:00,4853.6000000
YNDX,D,10/12/21,00:00,4664.0000000
YNDX,D,13/12/21,00:00,4560.0000000
YNDX,D,14/12/21,00:00,4586.4000000
YNDX,D,15/12/21,00:00,4511.6000000
YNDX,D,16/12/21,00:00,4609.6000000
YNDX,D,17/12/21,00:00,4630.2000000
YNDX,D,20/12/21,00:00,4474.8000000
YNDX,D,21/12/21,00:00,4578.8000000
YNDX,D,22/12/21,00:00,4488.4000000
YNDX,D,23/12/21,00:00,4410.6000000
YNDX,D,24/12/21,00:00,4424.8000000
YNDX,D,27/12/21,00:00,4467.8000000
YNDX,D,28/12/21,00:00,4482.0000000
YNDX,D,29/12/21,00:00,4418.8000000
YNDX,D,30/12/21,00:00,4569.4000000
YNDX,D,03/01/22,00:00,4515.2000000
YNDX,D,04/01/22,00:00,4479.8000000
YNDX,D,05/01/22,00:00,4275.0000000
YNDX,D,06/01/22,00:00,4226.6000000
YNDX,D,10/01/22,00:00,4196.4000000
YNDX,D,11/01/22,00:00,4338.2000000
YNDX,D,12/01/22,00:00,4393.2000000
YNDX,D,13/01/22,00:00,4168.0000000
YNDX,D,14/01/22,00:00,3938.6000000
YNDX,D,17/01/22,00:00,4075.6000000
YNDX,D,18/01/22,00:00,3769.0000000
YNDX,D,19/01/22,00:00,3701.8000000
YNDX,D,20/01/22,00:00,3669.2000000
YNDX,D,21/01/22,00:00,3490.0000000
YNDX,D,24/01/22,00:00,3345.0000000
YNDX,D,25/01/22,00:00,3409.2000000
YNDX,D,26/01/22,00:00,3364.8000000
YNDX,D,27/01/22,00:00,3405.2000000
YNDX,D,28/01/22,00:00,3448.4000000
YNDX,D,31/01/22,00:00,3717.6000000
YNDX,D,01/02/22,00:00,3724.0000000
YNDX,D,02/02/22,00:00,3675.0000000
YNDX,D,03/02/22,00:00,3517.0000000
YNDX,D,04/02/22,00:00,3502.4000000
YNDX,D,07/02/22,00:00,3468.0000000
YNDX,D,08/02/22,00:00,3624.2000000
YNDX,D,09/02/22,00:00,3763.0000000
YNDX,D,10/02/22,00:00,3805.0000000
YNDX,D,11/02/22,00:00,3429.8000000
YNDX,D,14/02/22,00:00,3471.4000000
YNDX,D,15/02/22,00:00,3953.2000000
YNDX,D,16/02/22,00:00,4044.8000000
YNDX,D,17/02/22,00:00,3772.6000000
YNDX,D,18/02/22,00:00,3475.4000000
YNDX,D,21/02/22,00:00,3065.8000000
YNDX,D,22/02/22,00:00,3154.8000000
YNDX,D,24/02/22,00:00,1990.0000000
YNDX,D,25/02/22,00:00,1931.2000000
YNDX,D,29/03/22,00:00,2020.0000000
YNDX,D,30/03/22,00:00,2154.0000000
YNDX,D,31/03/22,00:00,2259.0000000
YNDX,D,01/04/22,00:00,2325.0000000
YNDX,D,04/04/22,00:00,2285.0000000
YNDX,D,05/04/22,00:00,2158.4000000
YNDX,D,06/04/22,00:00,2070.8000000
YNDX,D,07/04/22,00:00,2130.0000000
YNDX,D,08/04/22,00:00,2115.0000000
YNDX,D,11/04/22,00:00,2097.0000000
YNDX,D,12/04/22,00:00,2074.0000000
YNDX,D,13/04/22,00:00,2088.0000000
YNDX,D,14/04/22,00:00,1945.2000000
YNDX,D,15/04/22,00:00,1979.6000000
YNDX,D,18/04/22,00:00,1880.2000000
YNDX,D,19/04/22,00:00,1857.6000000
YNDX,D,20/04/22,00:00,1789.8000000
YNDX,D,21/04/22,00:00,1646.0000000
YNDX,D,22/04/22,00:00,1692.0000000
YNDX,D,25/04/22,00:00,1520.8000000
YNDX,D,26/04/22,00:00,1600.8000000
YNDX,D,27/04/22,00:00,1748.6000000
YNDX,D,28/04/22,00:00,1721.0000000
YNDX,D,29/04/22,00:00,1766.6000000
YNDX,D,04/05/22,00:00,1699.0000000
YNDX,D,05/05/22,00:00,1734.4000000
YNDX,D,06/05/22,00:00,1688.0000000
YNDX,D,11/05/22,00:00,1677.4000000
YNDX,D,12/05/22,00:00,1594.0000000
YNDX,D,13/05/22,00:00,1593.0000000
YNDX,D,16/05/22,00:00,1638.2000000
YNDX,D,17/05/22,00:00,1701.0000000
YNDX,D,18/05/22,00:00,1715.8000000
YNDX,D,19/05/22,00:00,1705.0000000
YNDX,D,20/05/22,00:00,1646.0000000
YNDX,D,23/05/22,00:00,1592.8000000
YNDX,D,24/05/22,00:00,1590.0000000
YNDX,D,25/05/22,00:00,1608.0000000
YNDX,D,26/05/22,00:00,1670.0000000
YNDX,D,27/05/22,00:00,1644.0000000
YNDX,D,30/05/22,00:00,1597.6000000
YNDX,D,31/05/22,00:00,1567.8000000
YNDX,D,01/06/22,00:00,1586.0000000
YNDX,D,02/06/22,00:00,1592.0000000
YNDX,D,03/06/22,00:00,1497.0000000
YNDX,D,06/06/22,00:00,1399.8000000
YNDX,D,07/06/22,00:00,1438.0000000
YNDX,D,08/06/22,00:00,1456.2000000
YNDX,D,09/06/22,00:00,1401.4000000
YNDX,D,10/06/22,00:00,1400.8000000
YNDX,D,14/06/22,00:00,1386.0000000
YNDX,D,15/06/22,00:00,1390.0000000
YNDX,D,16/06/22,00:00,1456.2000000
YNDX,D,17/06/22,00:00,1465.0000000
YNDX,D,20/06/22,00:00,1560.8000000
YNDX,D,21/06/22,00:00,1533.8000000
YNDX,D,22/06/22,00:00,1600.0000000
YNDX,D,23/06/22,00:00,1662.0000000
YNDX,D,24/06/22,00:00,1645.0000000
YNDX,D,27/06/22,00:00,1779.0000000
YNDX,D,28/06/22,00:00,1750.0000000
YNDX,D,29/06/22,00:00,1712.0000000
YNDX,D,30/06/22,00:00,1603.8000000
YNDX,D,01/07/22,00:00,1596.0000000
YNDX,D,04/07/22,00:00,1660.0000000
YNDX,D,05/07/22,00:00,1701.4000000
YNDX,D,06/07/22,00:00,1655.0000000
YNDX,D,07/07/22,00:00,1711.0000000
YNDX,D,08/07/22,00:00,1704.0000000
YNDX,D,11/07/22,00:00,1678.0000000
YNDX,D,12/07/22,00:00,1660.6000000
YNDX,D,13/07/22,00:00,1600.0000000
YNDX,D,14/07/22,00:00,1613.6000000
YNDX,D,15/07/22,00:00,1638.6000000
YNDX,D,18/07/22,00:00,1696.0000000
YNDX,D,19/07/22,00:00,1672.4000000
YNDX,D,20/07/22,00:00,1715.4000000
YNDX,D,21/07/22,00:00,1701.0000000
YNDX,D,22/07/22,00:00,1800.0000000
YNDX,D,25/07/22,00:00,1973.0000000
YNDX,D,26/07/22,00:00,2136.0000000
YNDX,D,27/07/22,00:00,2072.0000000
YNDX,D,28/07/22,00:00,2063.0000000
YNDX,D,29/07/22,00:00,1952.0000000
YNDX,D,01/08/22,00:00,1926.2000000
YNDX,D,02/08/22,00:00,1891.2000000
YNDX,D,03/08/22,00:00,1956.0000000
